sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,bonus,pctaff,period,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstin,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type,status,date,special
210,4,1,1,0,0,1,0,0,0,1,90,2,,0,14,3,5.0500002,13,.2,"reduced",10,11,,,,4,,,,,
211,1,0,1,1,0,0,0,0,0,0,80,1,2,3,28,4,4.5,13,,"reduced",7,15,1.02,.94999999,.94999999,3,3,1,1,111692,0
211,1,0,1,1,0,0,0,0,0,0,80,2,,2,35,4,5.0500002,4,,"reduced",7,15,,.89999998,,3,2,,,,
212,1,0,1,1,0,0,0,0,0,0,95,1,0,11,17.5,3,4.5,13,.17,"free",7,16,1.0599999,.88,.83999997,3,2,1,1,111092,1
212,1,0,1,1,0,0,0,0,0,0,95,2,,20,15,3,5.0500002,4,.52999997,"reduced",7,16,1.05,.94,.88999999,2,2,,,,
213,1,1,1,1,0,0,0,0,0,0,50,1,1,4.5,20,4,4.5500002,4,.15000001,"reduced",6.5,17.5,.95999998,.93000001,.93000001,4,3,2,1,121892,1
213,1,1,1,1,0,0,0,0,0,0,50,2,2,12,17.5,4,5.0500002,19,.15000001,"reduced",6.5,17.5,1.05,.94,.94,4,3,,,,
214,1,0,1,1,0,0,0,0,0,0,75,1,0,2,30,3,4.6199999,6.5,.25,"reduced",7,16,1.02,.88999999,.91000003,2,2,1,1,111892,0
214,1,0,1,1,0,0,0,0,0,0,75,2,1,0,35,5,5.0500002,,,"reduced",6.75,16.25,1.04,.93000001,.95999998,3,2,,,,
215,1,0,1,1,0,0,0,0,0,0,100,1,0,10,10,3,4.5,13,.2,"reduced",7,16,1.0599999,.88999999,.91000003,3,3,1,1,111092,0
215,1,0,1,1,0,0,0,0,0,0,100,2,,20,10,3,5.0500002,26,.15000001,"both",7,16,.93000001,.83999997,.93000001,3,3,,,,
216,2,0,1,1,0,0,0,0,0,0,100,1,0,2,11,3,4.25,13,.15000001,"free",11,10.5,1.0599999,.94999999,2.77,4,3,1,1,111192,0
216,2,0,1,1,0,0,0,0,0,0,100,2,,2,18,3,5.0500002,13,.2,"reduced",11,10.5,1.05,.94,2.75,5,3,,,,
217,2,1,1,1,0,0,0,0,0,0,73,1,0,2,13,2,4.25,13,.17,"free",11,10,.94999999,.74000001,2.1900001,4,3,1,1,111192,0
217,2,1,1,1,0,0,0,0,0,0,73,2,,0,12,3,5.0500002,26,.2,"free",10.5,10.5,.94,.73000002,2.3199999,4,4,,,,
218,2,1,1,1,0,0,0,0,0,0,5,1,0,7,4,2,4.3499999,26,.25,"free",11,10,.85000002,.74000001,2.3399999,3,2,1,1,111192,0
218,2,1,1,1,0,0,0,0,0,0,5,2,,5,3,3,5.0500002,26,.25,"free",11,11,.94999999,.73000002,2.1900001,3,3,,,,
219,2,1,1,1,0,0,0,0,0,0,50,1,0,3,9,3,4.25,19,.12,"reduced",11,10,.91000003,.74000001,2.3399999,4,3,1,1,111192,0
219,2,1,1,1,0,0,0,0,0,0,50,2,,9,9,2,5.0500002,26,.18000001,"free",10.5,10.5,.94,.73000002,2.53,,,,,,
220,2,0,1,1,0,0,0,0,0,0,50,1,4,3,15,2,4.25,13,.25,"reduced",11,10,1.0599999,.94999999,2.77,5,3,1,1,111492,0
220,2,0,1,1,0,0,0,0,0,0,50,2,1,3,12,3,5.0500002,13,.13,"free",11,10,1.09,.89999998,2.75,4,3,,,,
221,2,0,1,1,0,0,0,0,0,0,95,1,0,1,28,3,4.5999999,13,.25,"free",11,11,1.02,.94999999,2.5599999,4,3,1,1,111192,0
221,2,0,1,1,0,0,0,0,0,0,95,2,,1,15,3,5.0500002,13,.15000001,"free",11,11,1.05,.94,2.53,4,3,,,,
222,3,1,1,1,0,0,0,0,0,0,75,1,3,2,24,3,4.25,13,.25,"reduced",9,12.5,1.12,.85000002,1.0599999,3,1,1,1,111192,0
222,3,1,1,1,0,0,0,0,0,0,75,2,,2,15,3,5.0500002,26,.2,"reduced",10,11.5,1.01,1.01,.88999999,3,1,,,,
223,3,1,1,1,0,0,0,0,0,0,30,1,2,3,18,3,4.75,13,.25,"reduced",6,16,,,,3,2,2,1,121892,0
223,3,1,1,1,0,0,0,0,0,0,30,2,2,3,20,3,5.0500002,28,.25,"reduced",7,15,1.01,1.01,.94,3,2,,,,
225,3,1,1,1,0,0,0,0,0,0,25,1,0,3,27,3,4.75,13,.2,"reduced",6,17,1.0599999,.91000003,.91000003,6,3,1,1,111192,0
225,3,1,1,1,0,0,0,0,0,0,25,2,,12,25,4,5.0500002,4,.1,"reduced",6,17,1.01,1.01,.94,5,3,,,,
226,4,0,1,1,0,0,0,0,0,0,60,1,0,0,22,2,4.25,13,.25,"free",10.5,11.5,.94999999,.70999998,.94999999,2,2,1,1,111792,0
226,4,0,1,1,0,0,0,0,0,0,60,2,1,0,26,2,5.3000002,52,.15000001,"free",10.5,10.5,1,.85000002,.94,2,2,,,,
228,4,0,1,1,0,0,0,0,0,1,20,1,0,3,28.5,3,4.5,13,.2,"both",10.5,12.5,.94999999,.86000001,.94999999,2,2,1,1,111392,0
228,4,0,1,1,0,0,0,0,0,1,20,2,,11,19,3,5.0500002,,,"free",10.5,12.5,1,.83999997,.88999999,2,,,,,
229,1,0,1,0,0,1,0,0,0,0,30,1,2,3,40,3,4.5,26,.1,"reduced",8.5,13.5,.94999999,.94999999,1.0599999,5,4,1,1,111692,1
229,1,0,1,0,0,1,0,0,0,0,30,2,,22,11,3,5.5,26,.15000001,"reduced",8.5,13.5,1.01,.94,.94,4,3,,,,
230,1,0,1,0,0,1,0,0,0,0,60,1,0,0,25,3,4.25,26,.1,"free",7,17,1.02,.94999999,.94999999,3,2,1,1,111692,0
230,1,0,1,0,0,1,0,0,0,0,60,2,,15,17,3,5.0500002,26,.18000001,"free",7,17,1.05,.94,.94,3,2,,,,
231,1,0,1,0,0,1,0,0,0,0,,1,1,,10,3,,26,,"reduced",7,16,1.02,1.02,.94999999,2,2,1,1,111092,0
231,1,0,1,0,0,1,0,0,0,0,,2,,16,6,4,5.0500002,4,.25,"free",7,16,.89999998,.94999999,.94999999,3,1,,,,
232,1,0,1,0,0,1,0,0,0,1,46,1,3,18,6,3,4.75,26,.12,"both",7,16,1.0599999,.94999999,.94999999,3,3,1,1,111892,0
232,1,0,1,0,0,1,0,0,0,1,46,2,3,18,10,4,5.0500002,13,.25,"reduced",7,15,1.05,.94999999,.94999999,3,2,,,,
233,1,0,1,0,0,1,0,0,0,0,10,1,0,19,7,3,4.6500001,13,.31999999,"reduced",7,16,1.17,.94999999,.94999999,2,2,1,1,111092,0
233,1,0,1,0,0,1,0,0,0,0,10,2,,15,7,3,5.0500002,26,.25,"reduced",7,16,1.05,.94,.94,2,2,,,,
234,1,0,1,0,0,1,0,0,0,0,0,1,2,0,10,3,5,26,,"reduced",7,16,1.12,,.49000001,2,2,1,1,111892,0
234,1,0,1,0,0,1,0,0,0,0,0,2,2,10,4,3,5.0500002,26,,"reduced",7,16,1.04,1.01,.57999998,3,2,,,,
235,1,0,1,0,0,1,0,0,0,0,100,1,2,5,17,1,4.25,26,.20999999,"reduced",7,16,1.02,.94999999,1.04,3,2,2,1,121592,1
235,1,0,1,0,0,1,0,0,0,0,100,2,4,,28,3,5.0500002,28,.5,"reduced",8,15,1.11,1.11,1.03,4,2,,,,
236,1,0,1,0,0,1,0,0,0,0,95,1,3,0,34,4,,17,,"free",7,17,1.1799999,1.02,1.0599999,4,3,1,1,111792,1
236,1,0,1,0,0,1,0,0,0,0,95,2,2,23,22,4,5.0500002,8,.28,"free",7,18,1.1,1.01,.99000001,4,3,,,,
237,1,0,1,0,0,1,0,0,0,0,50,1,2,12,11,4,4.25,13,.25,"reduced",7,16,1.11,.94999999,1.01,2,2,1,1,110992,0
237,1,0,1,0,0,1,0,0,0,0,50,2,,9,17,4,5.0500002,4,.2,"reduced",7,15.5,.94,.94,1,2,2,,,,
238,2,1,1,0,0,1,0,0,0,0,100,1,2,0,22,3,4.75,9,.12,"free",11,12,1.0599999,1.02,2.3399999,5,3,1,1,111192,1
238,2,1,1,0,0,1,0,0,0,0,100,2,,25,15,5,5.0500002,13,.25,"free",11,12,1.05,1.05,2.3199999,5,3,,,,
239,2,0,1,0,0,1,0,0,0,0,35,1,1,15,4,3,4.25,13,.25,"free",10.5,13.5,1.05,.94999999,2.74,5,3,1,1,111292,0
239,2,0,1,0,0,1,0,0,0,0,35,2,,0,19,2,5.0500002,26,.28,"free",10.5,12.5,1.05,.83999997,2.3199999,5,3,,,,
240,3,1,1,0,0,1,0,0,0,0,20,1,0,15,35,3,5.0999999,26,.25,"reduced",6,17,1.1799999,1.02,1.0599999,6,4,1,1,111692,0
240,3,1,1,0,0,1,0,0,0,0,20,2,1,15,15,3,5.0500002,26,.15000001,"reduced",6,17,1.1,1,1.05,6,4,,,,
241,3,0,1,0,0,1,0,0,0,1,30,1,2,15,25,4,5,13,.37,"reduced",7,16,1.12,1.02,1.0599999,5,5,1,1,111192,0
241,3,0,1,0,0,1,0,0,0,1,30,2,1,15,,4,5.0500002,26,.1,"reduced",7,16,1.15,1.05,1.05,5,5,,,,
242,3,1,1,0,0,1,0,0,0,1,0,1,0,25,10,3,5.25,13,.25,"reduced",6,17,1.1,1.02,1.0599999,5,4,1,1,111192,1
242,3,1,1,0,0,1,0,0,0,1,0,2,,12,10,3,5.0500002,8,.2,"reduced",7,16,1.11,1.0599999,1.05,6,4,,,,
243,3,1,1,0,0,1,0,0,0,0,40,1,0,7,25,3,4.5,8,.25,"reduced",6,16.5,1.0700001,1.02,.74000001,6,3,1,1,111192,0
243,3,1,1,0,0,1,0,0,0,0,40,2,,7,22,3,5.0500002,26,.1,"reduced",7,15.5,1.11,1.0599999,1.05,6,2,,,,
244,3,1,1,0,0,1,0,0,0,0,40,1,3,12,30,3,4.25,4,.25,"reduced",6,18,1.17,1.12,1.02,4,3,1,1,111192,0
244,3,1,1,0,0,1,0,0,0,0,40,2,,16,12,6,5.0500002,26,.25,"reduced",7,17,1.11,1.12,1.05,5,3,,,,
245,3,0,1,0,0,1,0,0,0,0,0,1,3,15,8,3,5.5,,,"free",8.5,13.5,1.2,1.02,1.02,4,2,1,1,111792,0
245,3,0,1,0,0,1,0,0,0,0,0,2,3,8,12,4,5.0500002,26,,"free",8.5,13,1.11,1.11,1.05,5,1,,,,
247,4,0,1,0,0,1,0,0,0,0,75,1,3,0,40,4,4.5,13,.1,"reduced",10.5,15.5,1.0599999,1.05,1.0599999,2,2,2,1,121792,1
247,4,0,1,0,0,1,0,0,0,0,75,2,7,0,40,4,5.0500002,,,"reduced",10.5,15.5,1.11,1.09,2.0699999,2,2,,,,
248,4,0,1,0,0,1,0,0,0,0,,1,2,8,16,6,4.75,13,.37,"reduced",10,16,1.17,.94999999,.85000002,2,2,1,1,111392,0
248,4,0,1,0,0,1,0,0,0,0,,2,,10,14,6,5.0500002,26,.25,"reduced",10,16,1.37,.94999999,2.03,2,1,,,,
249,1,0,1,1,0,0,0,0,1,0,63,1,1,6,6,4,4.3699999,4,.25,"free",7,15,1.13,1.0599999,.94999999,3,2,1,1,110992,0
249,1,0,1,1,0,0,0,0,1,0,63,2,,10,12,3,5.0500002,4,.1,"free",7,15,1.01,1.01,.94,3,2,,,,
250,2,1,1,1,0,0,0,0,1,0,100,1,2,1,4,2,4.5,13,.30000001,"free",11,10,.85000002,,,4,1,1,1,111292,0
250,2,1,1,1,0,0,0,0,1,0,100,2,,2,4,3,5.0500002,6,.25,"free",11,10,.94,.83999997,2.52,5,3,,,,
253,3,1,1,1,0,0,0,0,0,0,,1,0,7,7,3,4.8699999,52,,"reduced",7,13,1.23,1.0599999,2.3,2,2,1,1,111192,
253,3,1,1,1,0,0,0,0,0,0,,2,,4,8,6,5.0500002,52,.23,"reduced",7,16,1.23,1.11,2.28,3,2,,,,
254,4,0,1,1,0,0,0,0,1,0,,1,0,20,10,3,,16,,"free",7,16,1.0599999,.86000001,1.0599999,2,2,1,1,111492,1
254,4,0,1,1,0,0,0,0,1,0,,2,1,28,10,3,5.25,8,.2,"free",7,15,1,.85000002,1.05,2,2,,,,
255,4,0,1,1,0,0,0,0,0,1,10,1,2,0,14,3,,52,.27000001,"free",7,14,1.01,.79000002,.85000002,2,2,1,1,111392,0
255,4,0,1,1,0,0,0,0,0,1,10,2,,8,12,2,,52,.14,"free",7,14,1,.85000002,2.1099999,2,2,,,,
257,1,0,1,1,0,0,0,0,1,0,10,1,2,20,10,3,4.25,39,.2,"reduced",7,16,1.02,.88,.91000003,2,2,2,2,121492,
257,1,0,1,1,0,0,0,0,1,0,10,2,2,,,,,,,,,,,,,,,,,,
258,1,0,1,1,0,0,0,0,0,0,38,1,0,4,22,3,4.25,8,.15000001,"reduced",7,16,1.0599999,.92000002,.89999998,3,3,1,1,110992,0
258,1,0,1,1,0,0,0,0,0,0,38,2,,20,18,3,5.0500002,13,,"reduced",6,18,1.08,.94,.83999997,3,3,,,,
259,1,0,1,1,0,0,0,0,0,0,50,1,0,13,12,4,5,4,.25,"reduced",7.5,14.5,1.02,.85000002,.85000002,3,3,1,1,110992,0
259,1,0,1,1,0,0,0,0,0,0,50,2,,15,15,4,5.0500002,,,"reduced",7.5,14.5,1.05,,.83999997,3,3,,,,
260,1,1,1,1,0,0,0,0,0,1,100,1,2,10,20,4,4.25,4,.17,"reduced",7,16,1.0599999,.93000001,.88,4,2,1,1,110992,0
260,1,1,1,1,0,0,0,0,0,1,100,2,,4,26,5,5.0500002,8,.28,"reduced",7,16,1.09,.94,.93000001,3,3,,,,
262,1,0,1,1,0,0,0,0,0,0,78,1,0,7,13,3,4.25,13,.25,"reduced",6.5,16.5,1.0599999,.94999999,1.0599999,4,4,1,1,110992,0
262,1,0,1,1,0,0,0,0,0,0,78,2,,0,22.5,3,5.0500002,,.25,"reduced",6.5,17.5,1.08,1.02,.87,3,3,,,,
264,1,0,1,1,0,0,0,0,0,1,60,1,5,0,10,2,4.25,13,.25,"both",7,15,1.02,.88,.91000003,2,2,2,1,121492,0
264,1,0,1,1,0,0,0,0,0,1,60,2,2,0,23,5,5.0500002,14,,"reduced",7,16,1.05,1.11,.94,3,3,,,,
265,1,0,1,1,0,0,0,0,0,0,100,1,3,0,20,1,4.25,26,.15000001,"reduced",7,16,1.02,.88,.94,3,3,2,3,121492,
265,1,0,1,1,0,0,0,0,0,0,100,2,1,0,0,0,,,,,,,,,,,,,,,
267,1,0,1,1,0,0,0,0,0,0,80,1,0,6.5,20,3,4.25,26,.22,"reduced",7,16,.89999998,.80000001,.80000001,3,2,1,1,110992,0
267,1,0,1,1,0,0,0,0,0,0,80,2,,30,25,5,5.0500002,26,.2,"both",7,16,1.05,.88,.91000003,3,2,,,,
268,1,1,1,1,0,0,0,0,0,1,0,1,1,10,18,4,5,26,.17,"reduced",7,15,1.02,.85000002,.85000002,5,4,1,1,110992,1
268,1,1,1,1,0,0,0,0,0,1,0,2,,0,42.5,2,5.0500002,26,.25,"reduced",7,15,.94,.77999997,.83999997,4,4,,,,
269,2,1,1,1,0,0,0,0,0,0,33,1,0,2,10,3,4.4499998,13,.12,"reduced",11,10,.94999999,.69,1.5,4,3,1,1,111892,0
269,2,1,1,1,0,0,0,0,0,0,33,2,3,10,3,4,5.0500002,26,.17,"reduced",11,11,.94,.73000002,2.3199999,4,3,,,,
271,2,1,1,1,0,0,0,0,0,0,38,1,3,0,13,2,5,13,.1,"reduced",11,11,1.02,.79000002,2.3399999,4,2,1,1,111792,0
271,2,1,1,1,0,0,0,0,0,0,38,2,1,0,15,3,5.0500002,8,.1,"reduced",11,12,.89999998,.73000002,2.28,4,3,,,,
272,2,1,1,1,0,0,0,0,0,0,0,1,4,4,11,3,5.0500002,4,.2,"free",11,11,.94999999,.74000001,2.3399999,4,2,1,1,111492,0
272,2,1,1,1,0,0,0,0,0,0,0,2,1,2,14,3,5.25,26,.2,"reduced",11,12,.94,.73000002,2.3199999,4,3,,,,
273,2,1,1,1,0,0,0,0,0,0,95,1,0,2,14,4,4.6199999,13,.2,"free",11,10,.94999999,.74000001,2.3399999,4,3,1,1,111792,0
273,2,1,1,1,0,0,0,0,0,0,95,2,2,2,11,3,5.0500002,6,.18000001,"free",11,10,.94999999,.74000001,2.3199999,4,3,,,,
274,2,1,1,1,0,0,0,0,0,0,27,1,0,0,15,2,5.5,26,.12,"reduced",11,10,.91000003,.74000001,2.3399999,4,3,1,1,111392,0
274,2,1,1,1,0,0,0,0,0,0,27,2,,3,7,3,5.0500002,26,.2,"free",11,11,,,2.3199999,,,,,,
275,2,1,1,1,0,0,0,0,0,0,38,1,0,4,4,4,4.25,9,.25,"reduced",11,11,.94999999,.79000002,2.3399999,4,3,1,1,111492,0
275,2,1,1,1,0,0,0,0,0,0,38,2,2,1,8,2,5.0500002,13,.38999999,"free",11,10.5,.94,.73000002,2.3199999,4,2,,,,
276,2,1,1,1,0,0,0,0,0,0,0,1,3,5,10,3,5,26,.25,"reduced",11,10.5,.94999999,.74000001,2.1900001,4,3,1,1,111392,0
276,2,1,1,1,0,0,0,0,0,0,0,2,,5,15,3,5.0500002,26,.28,"both",11,12,.94999999,.73000002,2.3199999,5,3,,,,
277,2,1,1,1,0,0,0,0,0,0,10,1,0,2,15,3,4.25,9,.25,"both",11,10,.94999999,.85000002,2.3399999,3,3,1,1,111492,0
277,2,1,1,1,0,0,0,0,0,0,10,2,1,1,14,3,5.0500002,,,"free",11,10,.94,.73000002,2.3199999,3,3,,,,
278,2,1,1,1,0,0,0,0,0,0,43,1,0,3,4,3,4.25,3,.25,"reduced",11,10,.94999999,.74000001,2.1900001,4,3,1,1,111392,0
278,2,1,1,1,0,0,0,0,0,0,43,2,,0,9,4,5.0500002,,,"free",11,11,.94999999,.73000002,2.3199999,5,3,,,,
282,3,1,1,1,0,0,0,0,0,0,25,1,2,2,14,3,4.25,13,.13,"reduced",6,16,1.0599999,.91000003,.79000002,4,3,2,3,121492,
282,3,1,1,1,0,0,0,0,0,0,25,2,1,0,0,0,,,,,,,,,,,,,,,
284,3,1,1,1,0,0,0,0,0,1,88,1,1,5,23,4,4.5,13,.25,"reduced",6,16,1.02,.91000003,.91000003,5,4,1,1,111692,0
284,3,1,1,1,0,0,0,0,0,1,88,2,1,6,12,3,5.0500002,26,.28,"reduced",6,16,1.01,1.01,.94,4,3,,,,
285,3,1,1,1,0,0,0,0,0,0,70,1,1,3,25,3,4.75,4,.25,"reduced",6,16,1.02,.91000003,.80000001,4,2,1,1,111292,0
285,3,1,1,1,0,0,0,0,0,0,70,2,,3,15,3,5.0500002,52,.13,"reduced",6,16,1.01,1.01,1.01,4,2,,,,
286,3,1,1,1,0,0,0,0,0,0,66,1,4,1,15,3,4.75,13,.25,"reduced",10,11.5,1.12,,.94999999,2,1,1,1,111692,0
286,3,1,1,1,0,0,0,0,0,0,66,2,1,2,15,3,5.0500002,26,.18000001,"reduced",10,11.5,1.02,1.01,.94,2,1,,,,
287,3,1,1,1,0,0,0,0,0,0,70,1,2,3,18,3,4.5,13,.17,"reduced",6,16,1.0599999,.91000003,.94999999,5,3,1,1,111292,0
287,3,1,1,1,0,0,0,0,0,0,70,2,,2,15,3,5.0500002,4,.15000001,"reduced",6,16,1.01,1.01,.94,5,3,,,,
288,3,1,1,1,0,0,0,0,0,0,15,1,3,0,20,3,4.75,,.25,"reduced",6,16,1.02,.94999999,.94999999,6,4,1,1,111292,0
288,3,1,1,1,0,0,0,0,0,0,15,2,,5,9,3,5.0500002,19,.15000001,"reduced",6,16,1.01,1.01,.88999999,5,2,,,,
289,3,1,1,1,0,0,0,0,0,0,50,1,2,2,12,2,4.25,13,.2,"reduced",6,16,1.02,.94999999,.94999999,5,3,1,1,111292,0
289,3,1,1,1,0,0,0,0,0,0,50,2,,3,10,2,5.0500002,26,.25,"reduced",7,15,1.01,1.01,2,6,3,,,,
290,4,0,1,1,0,0,0,0,0,0,35,1,1,8,12,3,4.75,26,.1,"both",10.5,12.5,.94999999,.88999999,.94999999,2,2,1,1,111392,0
290,4,0,1,1,0,0,0,0,0,0,35,2,1,0,23,2,5.0500002,,,"free",10.5,11.5,1,.85000002,.94,2,2,,,,
291,4,0,1,1,0,0,0,0,0,0,25,1,0,4,20,3,4.5500002,16,.12,"free",10.5,11.5,.94999999,.86000001,.94999999,2,2,1,1,111392,1
291,4,0,1,1,0,0,0,0,0,0,25,2,,5,16,3,5.0999999,17,.1,"reduced",10.5,11.5,1,.85000002,.94,2,2,,,,
292,4,0,1,1,0,0,0,0,1,0,2,1,2,10,15,3,4.8000002,26,.12,"free",7,16,.94999999,.92000002,.94999999,2,1,1,1,111392,1
292,4,0,1,1,0,0,0,0,1,0,2,2,,15,11,3,5.0500002,52,.25,"free",7,16,1,.83999997,2.6900001,2,2,,,,
294,1,0,1,0,0,1,0,0,0,0,70,1,3,0,35,3,,26,.2,"reduced",7,16,1.0599999,.94999999,.94999999,3,3,1,1,110992,0
294,1,0,1,0,0,1,0,0,0,0,70,2,,0,35,3,5.0500002,26,.2,"reduced",7,16,1.05,.94,.94,3,2,,,,
295,1,0,1,0,0,1,0,0,0,0,100,1,3,8,9,3,4.75,26,.12,"reduced",6.5,16.5,1.0599999,.94999999,.94999999,3,3,2,1,121592,0
295,1,0,1,0,0,1,0,0,0,0,100,2,1,,21,4,5.0500002,28,.18000001,"reduced",6,18,1.05,.94,.94,3,3,,,,
296,1,1,1,0,0,1,0,0,0,0,50,1,0,5,16,4,5.3000002,26,.25,"reduced",7,16,1.0599999,.94999999,1.01,3,3,1,1,111892,0
296,1,1,1,0,0,1,0,0,0,0,50,2,3,4,9,6,5.0500002,13,,"reduced",7,16,1.05,.94,1,3,2,,,,
297,1,1,1,0,0,1,0,0,0,0,100,1,1,9,15,3,4.25,13,.050000001,"reduced",7,16,1.0599999,.91000003,.98000002,3,3,1,1,111792,0
297,1,1,1,0,0,1,0,0,0,0,100,2,2,15,30,4,5.0500002,26,.15000001,"reduced",7,16,1.05,.94,.98000002,3,2,,,,
299,2,1,1,0,0,1,0,0,0,0,0,1,0,3,8,2,5,26,,"free",10.5,11.5,1.0599999,.85000002,2.3399999,3,2,1,1,111792,0
299,2,1,1,0,0,1,0,0,0,0,0,2,1,6,12,2,5.0500002,13,.25,"free",11,11.5,1.05,.83999997,2.3199999,3,2,,,,
301,2,1,1,0,0,1,0,0,0,1,0,1,4,8,12,5,5,11,.36000001,"both",11,10.5,1.0599999,.85000002,2.3399999,3,1,1,1,111492,0
301,2,1,1,0,0,1,0,0,0,1,0,2,1,2,7,1,5.0500002,4,.5,"reduced",11,10.5,.94,.83999997,2.3199999,3,2,,,,
303,3,1,1,0,0,1,0,0,0,1,28,1,0,10,35,3,4.3499999,26,.27000001,"reduced",6,17,1.12,1,1.02,6,5,1,1,111692,0
303,3,1,1,0,0,1,0,0,0,1,28,2,,12,35,3,5.0500002,13,.15000001,"reduced",7,16,1.05,1.05,1.05,5,3,,,,
304,3,0,1,0,0,1,0,0,0,0,50,1,3,10,20,3,4.5,26,.37,"reduced",6,17,1.27,1.27,2.24,5,3,1,1,111292,1
304,3,0,1,0,0,1,0,0,0,0,50,2,,10,15,4,5.0500002,26,.38,"free",0,24,1.4,1.29,1.05,5,5,,,,
305,3,1,1,0,0,1,0,0,0,0,,1,2,0,20,3,4.3899999,,,"reduced",6,17,1.27,1.27,1.0599999,5,4,1,1,111792,0
305,3,1,1,0,0,1,0,0,0,0,,2,1,5,22,4,5.0500002,2,.34999999,"free",6,18,1.37,1.3099999,1.05,5,4,,,,
306,3,1,1,0,0,1,0,0,0,0,,1,0,15,15,3,,17,,"reduced",6,17,1.02,,1.0599999,4,4,1,1,111792,0
306,3,1,1,0,0,1,0,0,0,0,,2,1,6,20,3,5.0500002,26,.23,"reduced",6,18,1.11,1.05,1.05,,2,,,,
307,3,1,1,0,0,1,0,0,0,0,90,1,0,17.5,17.5,4,4.25,15,.5,"reduced",6,18,1.1900001,1.1900001,1.0599999,5,5,1,1,111892,0
307,3,1,1,0,0,1,0,0,0,0,90,2,1,25,25,6,5.1999998,,,"reduced",0,24,1.26,,1.05,5,5,,,,
310,4,0,1,0,0,1,0,0,0,1,61,1,2,0,28,4,4.25,13,.25,"reduced",10.5,11.5,.91000003,.91000003,1.9400001,2,1,1,1,111392,0
310,4,0,1,0,0,1,0,0,0,1,61,2,,3,23,3,5.0500002,26,.30000001,"reduced",10.5,11.5,.97000003,.89999998,2.0599999,2,2,,,,
311,4,0,1,0,0,1,0,0,0,1,78,1,2,0,30,4,,26,.31999999,"reduced",10.5,11.5,.91000003,.91000003,1.0599999,2,2,1,1,111392,0
311,4,0,1,0,0,1,0,0,0,1,78,2,,35,30,3,5.0500002,,.2,"reduced",10.5,11.5,1.01,.94999999,1.05,2,2,,,,
312,1,0,1,1,0,0,0,0,1,0,100,1,3,4,6,3,4.25,10,.22,"free",8,11,1.22,1.0599999,.93000001,3,1,1,1,110992,0
312,1,0,1,1,0,0,0,0,1,0,100,2,,3,2,3,5.0500002,4,.25,"free",9,10,1.26,1.05,1.02,3,1,,,,
313,1,0,1,1,0,0,0,0,1,0,80,1,0,11,9,4,4.5,4,.25,"free",7,15,1.0599999,.93000001,.94,3,2,1,1,110992,0
313,1,0,1,1,0,0,0,0,1,0,80,2,,0,30,,5.0500002,8,.25,"free",7,15,1,1.01,.88999999,3,3,,,,
314,1,0,1,1,0,0,0,0,1,0,80,1,8,8,12,3,4.6199999,4,.25,"free",7,15,1.0599999,.94999999,.91000003,3,2,1,1,110992,0
314,1,0,1,1,0,0,0,0,1,0,80,2,,15,6,4,5.25,13,.15000001,"free",6,16,1.05,.74000001,.94,3,3,,,,
315,1,0,1,1,0,0,0,0,0,1,65,1,0,5,19,2,,4,.25,"both",7,16,1,.85000002,.88,3,2,1,1,110992,0
315,1,0,1,1,0,0,0,0,0,1,65,2,,4.5,20,2,5.0500002,8,.079999998,"reduced",7,16,1.05,.83999997,.87,3,2,,,,
316,1,1,1,1,0,0,0,0,1,0,10,1,0,15,15,3,4.6199999,8,.25,"reduced",7,16,1.0599999,.92000002,.87,3,2,1,1,111692,1
316,1,1,1,1,0,0,0,0,1,0,10,2,,12,14,3,5.0500002,26,.15000001,"reduced",7,16,1.05,.94,.94,,,,,,
317,1,0,1,1,0,0,0,0,1,0,100,1,3,0,8,2,4.25,13,.17,"free",8,12,1.22,.93000001,.95999998,3,1,1,1,111792,0
317,1,0,1,1,0,0,0,0,1,0,100,2,1,4,0,3,5.0500002,8,.13,"free",8,10.5,1.26,1.05,1.05,2,1,,,,
318,2,0,1,1,0,0,0,0,1,1,36,1,3,5,7,3,4.75,13,.25,"reduced",11,12,1.23,.98000002,2.6099999,3,3,1,1,111292,1
318,2,0,1,1,0,0,0,0,1,1,36,2,,7,6,4,5.0500002,13,.5,"free",10.5,11.5,1.11,.94999999,2.5899999,3,3,,,,
319,2,0,1,1,0,0,0,0,1,1,,1,2,0,11,3,4.6199999,2.5,.12,"reduced",10.5,12.5,1.0599999,.85000002,3.95,,,1,1,111292,1
319,2,0,1,1,0,0,0,0,1,1,,2,,22,4,3,5.0500002,13,.25,"free",10.5,11.5,.94999999,.89999998,2.4300001,4,3,,,,
320,2,0,1,1,0,0,0,0,1,1,0,1,0,5,9,2,5,13,.12,"reduced",11,12,1.12,.80000001,2.45,4,4,1,1,111392,0
320,2,0,1,1,0,0,0,0,1,1,0,2,,4,6,3,5.0500002,,,"free",11,11,1.05,.83999997,2.4300001,4,3,,,,
321,2,0,1,1,0,0,0,0,1,0,10,1,0,3,14,3,5,,.25,"reduced",10.5,12.5,1.12,.85000002,2.45,4,2,1,1,111492,0
